gen type,solar - FRCC,solar - MRO,solar - NPCC,solar - RFC,solar - SERC north,solar - SERC south,solar - SPP,solar - TRE,solar - WECC north,solar - WECC south,solar - WECC west,wind - FRCC,wind - MRO,wind - NPCC,wind - RFC,wind - SERC north,wind - SERC south,wind - SPP,wind - TRE,wind - WECC north,wind - WECC south
5386,1.85832004,1.85832004,1.85832004,1.85832004,1.85832004,1.85832004,1.85832004,1.85832004,1.85832004,2.850653939,2.850653939,1.562706754,1.562706754,1.562706754,1.562706754,1.562706754,1.562706754,1.562706754,1.562706754,1.562706754,1.562706754
5387,2.254118075,2.254118075,2.254118075,2.254118075,2.254118075,2.254118075,2.254118075,2.254118075,2.254118075,2.858594479,2.858594479,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795
5388,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.842713399,2.842713399,1.627722785,1.627722785,1.627722785,1.627722785,1.627722785,1.627722785,1.627722785,1.627722785,1.627722785,1.627722785
5389,1.346678679,1.346678679,1.346678679,1.346678679,1.346678679,1.346678679,1.346678679,1.346678679,1.346678679,2.818891778,2.818891778,1.444284696,1.444284696,1.444284696,1.444284696,1.444284696,1.444284696,1.444284696,1.444284696,1.444284696,1.444284696
5390,1.037763139,1.037763139,1.037763139,1.037763139,1.037763139,1.037763139,1.037763139,1.037763139,1.037763139,2.767278267,2.767278267,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583
5391,0.820556901,0.820556901,0.820556901,0.820556901,0.820556901,0.820556901,0.820556901,0.820556901,0.820556901,2.648170163,2.648170163,1.047222505,1.047222505,1.047222505,1.047222505,1.047222505,1.047222505,1.047222505,1.047222505,1.047222505,1.047222505
5392,0.492334141,0.492334141,0.492334141,0.492334141,0.492334141,0.492334141,0.492334141,0.492334141,0.492334141,2.417894497,2.417894497,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451
5393,0.188245407,0.188245407,0.188245407,0.188245407,0.188245407,0.188245407,0.188245407,0.188245407,0.188245407,1.949402624,1.949402624,0.942732455,0.942732455,0.942732455,0.942732455,0.942732455,0.942732455,0.942732455,0.942732455,0.942732455,0.942732455
5394,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.936983746,0.936983746,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451
5395,0,0,0,0,0,0,0,0,0,0,0,0.93344445,0.93344445,0.93344445,0.93344445,0.93344445,0.93344445,0.93344445,0.93344445,0.93344445,0.93344445
5396,0,0,0,0,0,0,0,0,0,0,0,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415
5397,0,0,0,0,0,0,0,0,0,0,0,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358
5398,0,0,0,0,0,0,0,0,0,0,0,0.617652298,0.617652298,0.617652298,0.617652298,0.617652298,0.617652298,0.617652298,0.617652298,0.617652298,0.617652298
5399,0,0,0,0,0,0,0,0,0,0,0,0.482976233,0.482976233,0.482976233,0.482976233,0.482976233,0.482976233,0.482976233,0.482976233,0.482976233,0.482976233
5400,0,0,0,0,0,0,0,0,0,0,0,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156
5401,0,0,0,0,0,0,0,0,0,0,0,0.127710062,0.127710062,0.127710062,0.127710062,0.127710062,0.127710062,0.127710062,0.127710062,0.127710062,0.127710062
5402,0,0,0,0,0,0,0,0,0,0,0,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012
5403,0,0,0,0,0,0,0,0,0,0,0,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004
5404,0,0,0,0,0,0,0,0,0,0,0,0.034830017,0.034830017,0.034830017,0.034830017,0.034830017,0.034830017,0.034830017,0.034830017,0.034830017,0.034830017
5405,0.622657884,0.622657884,0.622657884,0.622657884,0.622657884,0.622657884,0.622657884,0.622657884,0.622657884,0.00397027,0.00397027,0.118422057,0.118422057,0.118422057,0.118422057,0.118422057,0.118422057,0.118422057,0.118422057,0.118422057,0.118422057
5406,1.28393021,1.28393021,1.28393021,1.28393021,1.28393021,1.28393021,1.28393021,1.28393021,1.28393021,1.405475619,1.405475619,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094
5407,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.022431421,2.235262072,2.235262072,0.257742124,0.257742124,0.257742124,0.257742124,0.257742124,0.257742124,0.257742124,0.257742124,0.257742124,0.257742124
5408,2.529245977,2.529245977,2.529245977,2.529245977,2.529245977,2.529245977,2.529245977,2.529245977,2.529245977,2.576705301,2.576705301,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228
5409,2.852641932,2.852641932,2.852641932,2.852641932,2.852641932,2.852641932,2.852641932,2.852641932,2.852641932,2.731545836,2.731545836,0.712854344,0.712854344,0.712854344,0.712854344,0.712854344,0.712854344,0.712854344,0.712854344,0.712854344,0.712854344
5410,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,2.783159347,2.783159347,0.738396356,0.738396356,0.738396356,0.738396356,0.738396356,0.738396356,0.738396356,0.738396356,0.738396356,0.738396356
5411,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,2.767278267,2.767278267,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324
5412,2.65956972,2.65956972,2.65956972,2.65956972,2.65956972,2.65956972,2.65956972,2.65956972,2.65956972,2.719635025,2.719635025,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272
5413,2.336173765,2.336173765,2.336173765,2.336173765,2.336173765,2.336173765,2.336173765,2.336173765,2.336173765,2.691843134,2.691843134,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225
5414,2.181715995,2.181715995,2.181715995,2.181715995,2.181715995,2.181715995,2.181715995,2.181715995,2.181715995,2.644199893,2.644199893,0.371520179,0.371520179,0.371520179,0.371520179,0.371520179,0.371520179,0.371520179,0.371520179,0.371520179,0.371520179
5415,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,2.564794491,2.564794491,0.292572141,0.292572141,0.292572141,0.292572141,0.292572141,0.292572141,0.292572141,0.292572141,0.292572141,0.292572141
5416,1.814878793,1.814878793,1.814878793,1.814878793,1.814878793,1.814878793,1.814878793,1.814878793,1.814878793,2.338489095,2.338489095,0.241488116,0.241488116,0.241488116,0.241488116,0.241488116,0.241488116,0.241488116,0.241488116,0.241488116,0.241488116
5417,1.269449794,1.269449794,1.269449794,1.269449794,1.269449794,1.269449794,1.269449794,1.269449794,1.269449794,1.881908032,1.881908032,0.285606138,0.285606138,0.285606138,0.285606138,0.285606138,0.285606138,0.285606138,0.285606138,0.285606138,0.285606138
5418,0.15445777,0.15445777,0.15445777,0.15445777,0.15445777,0.15445777,0.15445777,0.15445777,0.15445777,0.893310775,0.893310775,0.401706194,0.401706194,0.401706194,0.401706194,0.401706194,0.401706194,0.401706194,0.401706194,0.401706194,0.401706194
5419,0,0,0,0,0,0,0,0,0,0,0,0.53870426,0.53870426,0.53870426,0.53870426,0.53870426,0.53870426,0.53870426,0.53870426,0.53870426,0.53870426
5420,0,0,0,0,0,0,0,0,0,0,0,0.652482315,0.652482315,0.652482315,0.652482315,0.652482315,0.652482315,0.652482315,0.652482315,0.652482315,0.652482315
5421,0,0,0,0,0,0,0,0,0,0,0,0.640872309,0.640872309,0.640872309,0.640872309,0.640872309,0.640872309,0.640872309,0.640872309,0.640872309,0.640872309
5422,0,0,0,0,0,0,0,0,0,0,0,0.568890274,0.568890274,0.568890274,0.568890274,0.568890274,0.568890274,0.568890274,0.568890274,0.568890274,0.568890274
5423,0,0,0,0,0,0,0,0,0,0,0,0.445824215,0.445824215,0.445824215,0.445824215,0.445824215,0.445824215,0.445824215,0.445824215,0.445824215,0.445824215
5424,0,0,0,0,0,0,0,0,0,0,0,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166
5425,0,0,0,0,0,0,0,0,0,0,0,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129
5426,0,0,0,0,0,0,0,0,0,0,0,0.222912107,0.222912107,0.222912107,0.222912107,0.222912107,0.222912107,0.222912107,0.222912107,0.222912107,0.222912107
5427,0,0,0,0,0,0,0,0,0,0,0,0.26935213,0.26935213,0.26935213,0.26935213,0.26935213,0.26935213,0.26935213,0.26935213,0.26935213,0.26935213
5428,0,0,0,0,0,0,0,0,0,0,0,0.39474019,0.39474019,0.39474019,0.39474019,0.39474019,0.39474019,0.39474019,0.39474019,0.39474019,0.39474019
5429,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,0,0,0.582822281,0.582822281,0.582822281,0.582822281,0.582822281,0.582822281,0.582822281,0.582822281,0.582822281,0.582822281
5430,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,1.916241704,1.202991843,1.202991843,0.60139829,0.60139829,0.60139829,0.60139829,0.60139829,0.60139829,0.60139829,0.60139829,0.60139829,0.60139829
5431,3.069848171,3.069848171,3.069848171,3.069848171,3.069848171,3.069848171,3.069848171,3.069848171,3.069848171,2.15982694,2.15982694,0.524772253,0.524772253,0.524772253,0.524772253,0.524772253,0.524772253,0.524772253,0.524772253,0.524772253,0.524772253
5432,3.422204957,3.422204957,3.422204957,3.422204957,3.422204957,3.422204957,3.422204957,3.422204957,3.422204957,2.52906206,2.52906206,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234
5433,3.547701895,3.547701895,3.547701895,3.547701895,3.547701895,3.547701895,3.547701895,3.547701895,3.547701895,2.640229623,2.640229623,0.510840246,0.510840246,0.510840246,0.510840246,0.510840246,0.510840246,0.510840246,0.510840246,0.510840246,0.510840246
5434,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,2.743456646,2.743456646,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272,0.564246272
5435,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,2.735516106,2.735516106,0.587466283,0.587466283,0.587466283,0.587466283,0.587466283,0.587466283,0.587466283,0.587466283,0.587466283,0.587466283
5436,3.14225025,3.14225025,3.14225025,3.14225025,3.14225025,3.14225025,3.14225025,3.14225025,3.14225025,2.727575565,2.727575565,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289
5437,3.156730666,3.156730666,3.156730666,3.156730666,3.156730666,3.156730666,3.156730666,3.156730666,3.156730666,2.707724215,2.707724215,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289,0.599076289
5438,2.915390401,2.915390401,2.915390401,2.915390401,2.915390401,2.915390401,2.915390401,2.915390401,2.915390401,2.628318813,2.628318813,0.589788284,0.589788284,0.589788284,0.589788284,0.589788284,0.589788284,0.589788284,0.589788284,0.589788284,0.589788284
5439,2.500285145,2.500285145,2.500285145,2.500285145,2.500285145,2.500285145,2.500285145,2.500285145,2.500285145,2.52906206,2.52906206,0.596754288,0.596754288,0.596754288,0.596754288,0.596754288,0.596754288,0.596754288,0.596754288,0.596754288,0.596754288
5440,2.032085031,2.032085031,2.032085031,2.032085031,2.032085031,2.032085031,2.032085031,2.032085031,2.032085031,2.282905313,2.282905313,0.615330297,0.615330297,0.615330297,0.615330297,0.615330297,0.615330297,0.615330297,0.615330297,0.615330297,0.615330297
5441,1.259796183,1.259796183,1.259796183,1.259796183,1.259796183,1.259796183,1.259796183,1.259796183,1.259796183,1.834264791,1.834264791,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232
5442,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,0.865518884,0.865518884,0.70588834,0.70588834,0.70588834,0.70588834,0.70588834,0.70588834,0.70588834,0.70588834,0.70588834,0.70588834
5443,0,0,0,0,0,0,0,0,0,0,0,0.689634333,0.689634333,0.689634333,0.689634333,0.689634333,0.689634333,0.689634333,0.689634333,0.689634333,0.689634333
5444,0,0,0,0,0,0,0,0,0,0,0,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324,0.671058324
5445,0,0,0,0,0,0,0,0,0,0,0,0.613008296,0.613008296,0.613008296,0.613008296,0.613008296,0.613008296,0.613008296,0.613008296,0.613008296,0.613008296
5446,0,0,0,0,0,0,0,0,0,0,0,0.543348262,0.543348262,0.543348262,0.543348262,0.543348262,0.543348262,0.543348262,0.543348262,0.543348262,0.543348262
5447,0,0,0,0,0,0,0,0,0,0,0,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232
5448,0,0,0,0,0,0,0,0,0,0,0,0.427248206,0.427248206,0.427248206,0.427248206,0.427248206,0.427248206,0.427248206,0.427248206,0.427248206,0.427248206
5449,0,0,0,0,0,0,0,0,0,0,0,0.359910174,0.359910174,0.359910174,0.359910174,0.359910174,0.359910174,0.359910174,0.359910174,0.359910174,0.359910174
5450,0,0,0,0,0,0,0,0,0,0,0,0.315792152,0.315792152,0.315792152,0.315792152,0.315792152,0.315792152,0.315792152,0.315792152,0.315792152,0.315792152
5451,0,0,0,0,0,0,0,0,0,0,0,0.350622169,0.350622169,0.350622169,0.350622169,0.350622169,0.350622169,0.350622169,0.350622169,0.350622169,0.350622169
5452,0,0,0,0,0,0,0,0,0,0,0,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198
5453,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,0,0,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166,0.343656166
5454,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,1.345921567,1.345921567,0.225234109,0.225234109,0.225234109,0.225234109,0.225234109,0.225234109,0.225234109,0.225234109,0.225234109,0.225234109
5455,3.176037887,3.176037887,3.176037887,3.176037887,3.176037887,3.176037887,3.176037887,3.176037887,3.176037887,2.215410721,2.215410721,0.139320067,0.139320067,0.139320067,0.139320067,0.139320067,0.139320067,0.139320067,0.139320067,0.139320067,0.139320067
5456,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,3.513914258,2.588616112,2.588616112,0.160218077,0.160218077,0.160218077,0.160218077,0.160218077,0.160218077,0.160218077,0.160218077,0.160218077,0.160218077
5457,3.649064806,3.649064806,3.649064806,3.649064806,3.649064806,3.649064806,3.649064806,3.649064806,3.649064806,2.743456646,2.743456646,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581
5458,3.644238001,3.644238001,3.644238001,3.644238001,3.644238001,3.644238001,3.644238001,3.644238001,3.644238001,2.803010698,2.803010698,0.171828083,0.171828083,0.171828083,0.171828083,0.171828083,0.171828083,0.171828083,0.171828083,0.171828083,0.171828083
5459,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,2.806980968,2.806980968,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036
5460,3.605623559,3.605623559,3.605623559,3.605623559,3.605623559,3.605623559,3.605623559,3.605623559,3.605623559,2.787129617,2.787129617,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034
5461,3.5525287,3.5525287,3.5525287,3.5525287,3.5525287,3.5525287,3.5525287,3.5525287,3.5525287,2.739486376,2.739486376,0.116100056,0.116100056,0.116100056,0.116100056,0.116100056,0.116100056,0.116100056,0.116100056,0.116100056,0.116100056
5462,3.354629683,3.354629683,3.354629683,3.354629683,3.354629683,3.354629683,3.354629683,3.354629683,3.354629683,2.644199893,2.644199893,0.143964069,0.143964069,0.143964069,0.143964069,0.143964069,0.143964069,0.143964069,0.143964069,0.143964069,0.143964069
5463,3.045714144,3.045714144,3.045714144,3.045714144,3.045714144,3.045714144,3.045714144,3.045714144,3.045714144,2.505240439,2.505240439,0.174150084,0.174150084,0.174150084,0.174150084,0.174150084,0.174150084,0.174150084,0.174150084,0.174150084,0.174150084
5464,2.408575844,2.408575844,2.408575844,2.408575844,2.408575844,2.408575844,2.408575844,2.408575844,2.408575844,2.267024233,2.267024233,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105
5465,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,1.727067498,1.727067498,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113
5466,0.115843327,0.115843327,0.115843327,0.115843327,0.115843327,0.115843327,0.115843327,0.115843327,0.115843327,0.682886459,0.682886459,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113
5467,0,0,0,0,0,0,0,0,0,0,0,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104
5468,0,0,0,0,0,0,0,0,0,0,0,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104,0.215946104
5469,0,0,0,0,0,0,0,0,0,0,0,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105,0.218268105
5470,0,0,0,0,0,0,0,0,0,0,0,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112
5471,0,0,0,0,0,0,0,0,0,0,0,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129,0.267030129
5472,0,0,0,0,0,0,0,0,0,0,0,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156,0.322758156
5473,0,0,0,0,0,0,0,0,0,0,0,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198
5474,0,0,0,0,0,0,0,0,0,0,0,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225,0.466722225
5475,0,0,0,0,0,0,0,0,0,0,0,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232,0.480654232
5476,0,0,0,0,0,0,0,0,0,0,0,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228
5477,0.535775388,0.535775388,0.535775388,0.535775388,0.535775388,0.535775388,0.535775388,0.535775388,0.535775388,0,0,0.508518245,0.508518245,0.508518245,0.508518245,0.508518245,0.508518245,0.508518245,0.508518245,0.508518245,0.508518245
5478,1.467348811,1.467348811,1.467348811,1.467348811,1.467348811,1.467348811,1.467348811,1.467348811,1.467348811,1.016389148,1.016389148,0.494586238,0.494586238,0.494586238,0.494586238,0.494586238,0.494586238,0.494586238,0.494586238,0.494586238,0.494586238
5479,2.273425296,2.273425296,2.273425296,2.273425296,2.273425296,2.273425296,2.273425296,2.273425296,2.273425296,1.873967492,1.873967492,0.434214209,0.434214209,0.434214209,0.434214209,0.434214209,0.434214209,0.434214209,0.434214209,0.434214209,0.434214209
5480,2.785066658,2.785066658,2.785066658,2.785066658,2.785066658,2.785066658,2.785066658,2.785066658,2.785066658,2.453626928,2.453626928,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228,0.473688228
5481,3.122943029,3.122943029,3.122943029,3.122943029,3.122943029,3.122943029,3.122943029,3.122943029,3.122943029,2.731545836,2.731545836,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231
5482,3.190518303,3.190518303,3.190518303,3.190518303,3.190518303,3.190518303,3.190518303,3.190518303,3.190518303,2.834772858,2.834772858,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231,0.478332231
5483,3.147077055,3.147077055,3.147077055,3.147077055,3.147077055,3.147077055,3.147077055,3.147077055,3.147077055,2.854624209,2.854624209,0.531738256,0.531738256,0.531738256,0.531738256,0.531738256,0.531738256,0.531738256,0.531738256,0.531738256,0.531738256
5484,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.834772858,2.834772858,0.610686294,0.610686294,0.610686294,0.610686294,0.610686294,0.610686294,0.610686294,0.610686294,0.610686294,0.610686294
5485,2.563033614,2.563033614,2.563033614,2.563033614,2.563033614,2.563033614,2.563033614,2.563033614,2.563033614,2.803010698,2.803010698,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314
5486,2.191369606,2.191369606,2.191369606,2.191369606,2.191369606,2.191369606,2.191369606,2.191369606,2.191369606,2.719635025,2.719635025,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232,0.66409232
5487,1.723169492,1.723169492,1.723169492,1.723169492,1.723169492,1.723169492,1.723169492,1.723169492,1.723169492,2.552883681,2.552883681,0.626940302,0.626940302,0.626940302,0.626940302,0.626940302,0.626940302,0.626940302,0.626940302,0.626940302,0.626940302
5488,1.206701325,1.206701325,1.206701325,1.206701325,1.206701325,1.206701325,1.206701325,1.206701325,1.206701325,2.227321532,2.227321532,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279
5489,0.588870247,0.588870247,0.588870247,0.588870247,0.588870247,0.588870247,0.588870247,0.588870247,0.588870247,1.564286423,1.564286423,0.520128251,0.520128251,0.520128251,0.520128251,0.520128251,0.520128251,0.520128251,0.520128251,0.520128251,0.520128251
5490,0.019307221,0.019307221,0.019307221,0.019307221,0.019307221,0.019307221,0.019307221,0.019307221,0.019307221,0.607451327,0.607451327,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198
5491,0,0,0,0,0,0,0,0,0,0,0,0.29025014,0.29025014,0.29025014,0.29025014,0.29025014,0.29025014,0.29025014,0.29025014,0.29025014,0.29025014
5492,0,0,0,0,0,0,0,0,0,0,0,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127
5493,0,0,0,0,0,0,0,0,0,0,0,0.271674131,0.271674131,0.271674131,0.271674131,0.271674131,0.271674131,0.271674131,0.271674131,0.271674131,0.271674131
5494,0,0,0,0,0,0,0,0,0,0,0,0.260064125,0.260064125,0.260064125,0.260064125,0.260064125,0.260064125,0.260064125,0.260064125,0.260064125,0.260064125
5495,0,0,0,0,0,0,0,0,0,0,0,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112
5496,0,0,0,0,0,0,0,0,0,0,0,0.197370095,0.197370095,0.197370095,0.197370095,0.197370095,0.197370095,0.197370095,0.197370095,0.197370095,0.197370095
5497,0,0,0,0,0,0,0,0,0,0,0,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081
5498,0,0,0,0,0,0,0,0,0,0,0,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073
5499,0,0,0,0,0,0,0,0,0,0,0,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073,0.150930073
5500,0,0,0,0,0,0,0,0,0,0,0,0.192726093,0.192726093,0.192726093,0.192726093,0.192726093,0.192726093,0.192726093,0.192726093,0.192726093,0.192726093
5501,0.550255804,0.550255804,0.550255804,0.550255804,0.550255804,0.550255804,0.550255804,0.550255804,0.550255804,0,0,0.211302102,0.211302102,0.211302102,0.211302102,0.211302102,0.211302102,0.211302102,0.211302102,0.211302102,0.211302102
5502,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,0.559808085,0.559808085,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081,0.167184081
5503,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,2.437536676,1.413416159,1.413416159,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041
5504,2.722318189,2.722318189,2.722318189,2.722318189,2.722318189,2.722318189,2.722318189,2.722318189,2.722318189,1.989105325,1.989105325,0.076626037,0.076626037,0.076626037,0.076626037,0.076626037,0.076626037,0.076626037,0.076626037,0.076626037,0.076626037
5505,2.804373879,2.804373879,2.804373879,2.804373879,2.804373879,2.804373879,2.804373879,2.804373879,2.804373879,2.18364856,2.18364856,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034
5506,2.910563596,2.910563596,2.910563596,2.910563596,2.910563596,2.910563596,2.910563596,2.910563596,2.910563596,2.104243158,2.104243158,0.051084025,0.051084025,0.051084025,0.051084025,0.051084025,0.051084025,0.051084025,0.051084025,0.051084025,0.051084025
5507,3.238786356,3.238786356,3.238786356,3.238786356,3.238786356,3.238786356,3.238786356,3.238786356,3.238786356,2.072480997,2.072480997,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019
5508,3.29670802,3.29670802,3.29670802,3.29670802,3.29670802,3.29670802,3.29670802,3.29670802,3.29670802,1.997045865,1.997045865,0.037152018,0.037152018,0.037152018,0.037152018,0.037152018,0.037152018,0.037152018,0.037152018,0.037152018,0.037152018
5509,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.98779248,2.060570187,2.060570187,0.058050028,0.058050028,0.058050028,0.058050028,0.058050028,0.058050028,0.058050028,0.058050028,0.058050028,0.058050028
